scenario,planner,run,response_time_s,path_length_m,success,compute_time_ms,replans
low_crowding,A*,1,26.6398,28.0,1,0.1763,2
low_crowding,A*,2,27.555,24.0,1,0.2452,2
low_crowding,A*,3,23.9979,27.0,1,0.2262,0
low_crowding,A*,4,19.9961,23.0,1,0.174,2
low_crowding,A*,5,24.9054,23.0,1,0.1465,2
low_crowding,A*,6,20.269,20.0,1,0.1884,2
low_crowding,A*,7,29.415,30.0,1,0.3831,2
low_crowding,A*,8,21.5918,25.0,1,0.1683,2
low_crowding,A*,9,48.5645,40.0,1,2.1194,2
low_crowding,A*,10,16.8703,19.0,1,0.4443,2
low_crowding,A*,11,19.8475,19.0,1,0.1198,2
low_crowding,A*,12,19.1101,16.0,1,0.3905,2
low_crowding,A*,13,17.3229,20.0,1,0.5621,2
low_crowding,A*,14,22.9865,25.0,1,0.4984,2
low_crowding,A*,15,21.005,23.0,1,0.4398,2
low_crowding,A*,16,43.6996,45.0,1,2.6397,0
low_crowding,A*,17,27.8442,28.0,1,0.9109,2
low_crowding,A*,18,22.5215,25.0,1,0.1824,2
low_crowding,A*,19,18.3631,19.0,1,0.1125,0
low_crowding,A*,20,28.7177,34.0,1,1.6414,2
low_crowding,A*,21,15.9917,18.0,1,0.1195,2
low_crowding,A*,22,27.7008,32.0,1,1.0416,2
low_crowding,A*,23,18.2076,21.0,1,0.4081,2
low_crowding,A*,24,15.3189,16.0,1,0.0829,0
low_crowding,A*,25,23.9877,25.0,1,0.1689,2
low_crowding,A*,26,21.2341,18.0,1,0.2777,2
low_crowding,A*,27,31.032,26.0,1,0.8837,2
low_crowding,A*,28,20.4081,19.0,1,0.3985,2
low_crowding,A*,29,20.6456,22.0,1,0.1441,2
low_crowding,A*,30,42.6397,39.0,1,2.0497,2
low_crowding,RRT*,1,999.0816,0.0,0,14.8803,0
low_crowding,RRT*,2,999.1894,0.0,0,0.3235,2
low_crowding,RRT*,3,19.8165,20.7727,1,0.5202,2
low_crowding,RRT*,4,21.2197,18.5946,1,0.1615,2
low_crowding,RRT*,5,999.1976,0.0,0,0.3738,2
low_crowding,RRT*,6,999.1247,0.0,0,0.7465,2
low_crowding,RRT*,7,999.1293,0.0,0,2.4755,0
low_crowding,RRT*,8,999.187,0.0,0,0.4537,2
low_crowding,RRT*,9,16.0245,15.2361,1,0.448,2
low_crowding,RRT*,10,999.1646,0.0,0,0.9357,2
low_crowding,RRT*,11,24.6653,22.3093,1,0.4035,2
low_crowding,RRT*,12,999.1251,0.0,0,0.2461,2
low_crowding,RRT*,13,999.0559,0.0,0,0.3829,0
low_crowding,RRT*,14,999.0983,0.0,0,0.487,0
low_crowding,RRT*,15,999.1964,0.0,0,1.8612,0
low_crowding,RRT*,16,999.1069,0.0,0,0.2427,0
low_crowding,RRT*,17,999.0913,0.0,0,0.8383,0
low_crowding,RRT*,18,999.1249,0.0,0,0.5763,0
low_crowding,RRT*,19,999.0545,0.0,0,0.1511,0
low_crowding,RRT*,20,999.0893,0.0,0,0.7973,2
low_crowding,RRT*,21,999.1176,0.0,0,0.4355,2
low_crowding,RRT*,22,999.0655,0.0,0,0.2569,2
low_crowding,RRT*,23,999.1713,0.0,0,0.6558,2
low_crowding,RRT*,24,19.1661,18.5946,1,0.1706,2
low_crowding,RRT*,25,999.0746,0.0,0,0.1633,0
low_crowding,RRT*,26,999.0825,0.0,0,0.1741,0
low_crowding,RRT*,27,33.1816,28.1378,1,0.2859,2
low_crowding,RRT*,28,999.1371,0.0,0,0.3606,2
low_crowding,RRT*,29,999.0721,0.0,0,0.641,0
low_crowding,RRT*,30,14.9889,16.3585,1,0.3704,2
moderate_crowding,A*,1,23.0154,24.0,1,0.22,4
moderate_crowding,A*,2,16.8996,19.0,1,0.1211,4
moderate_crowding,A*,3,26.456,24.0,1,0.1564,4
moderate_crowding,A*,4,15.5663,18.0,1,0.2331,4
moderate_crowding,A*,5,56.9386,48.0,1,0.2981,4
moderate_crowding,A*,6,30.7052,35.0,1,1.4498,1
moderate_crowding,A*,7,17.1908,18.0,1,0.2043,4
moderate_crowding,A*,8,24.4109,26.0,1,0.7549,4
moderate_crowding,A*,9,16.8551,18.0,1,0.0993,4
moderate_crowding,A*,10,17.8125,21.0,1,0.4834,4
moderate_crowding,A*,11,27.2759,29.0,1,0.1837,4
moderate_crowding,A*,12,22.823,20.0,1,0.2002,4
moderate_crowding,A*,13,18.411,21.0,1,0.134,4
moderate_crowding,A*,14,17.3805,18.0,1,0.108,3
moderate_crowding,A*,15,14.0025,15.0,1,0.3233,4
