scenario,planner,run,response_time_s,path_length_m,success,compute_time_ms,replans
low_crowding,A*,1,27.0382,23.0,1,0.6795,0
low_crowding,A*,2,27.6511,23.0,1,0.5818,2
low_crowding,A*,3,15.7649,16.0,1,0.1719,2
low_crowding,A*,4,27.1488,24.0,1,0.1913,2
low_crowding,A*,5,22.4331,20.0,1,0.5098,2
low_crowding,A*,6,18.2799,19.0,1,0.179,2
low_crowding,A*,7,28.3011,31.0,1,1.2027,2
low_crowding,A*,8,25.5273,22.0,1,0.1429,2
low_crowding,A*,9,29.9756,25.0,1,0.8565,2
low_crowding,A*,10,36.6705,35.0,1,0.2309,2
low_crowding,A*,11,38.3957,40.0,1,0.2611,2
low_crowding,A*,12,13.761,15.0,1,0.2757,1
low_crowding,A*,13,25.276,22.0,1,0.1268,2
low_crowding,A*,14,24.0238,23.0,1,0.1977,2
low_crowding,A*,15,24.5732,20.0,1,0.1282,2
low_crowding,A*,16,24.8433,28.0,1,0.8867,2
low_crowding,A*,17,27.663,24.0,1,0.6412,2
low_crowding,A*,18,18.3704,19.0,1,0.5136,0
low_crowding,A*,19,18.064,15.0,1,0.2096,2
low_crowding,A*,20,21.4261,21.0,1,0.14,2
low_crowding,A*,21,19.4755,17.0,1,0.1125,2
low_crowding,A*,22,20.5586,23.0,1,0.3515,2
low_crowding,A*,23,19.526,21.0,1,0.1202,2
low_crowding,A*,24,23.3459,23.0,1,0.1357,2
low_crowding,A*,25,21.3319,25.0,1,0.689,2
low_crowding,A*,26,25.9901,23.0,1,0.6876,2
low_crowding,A*,27,14.3304,17.0,1,0.4158,2
low_crowding,A*,28,23.992,27.0,1,0.1669,2
low_crowding,A*,29,42.366,41.0,1,0.2676,2
low_crowding,A*,30,15.5648,18.0,1,0.1348,2
low_crowding,RRT*,1,999.1336,0.0,0,16.0999,0
low_crowding,RRT*,2,24.8407,24.8306,1,0.8472,2
low_crowding,RRT*,3,999.0771,0.0,0,0.5783,0
low_crowding,RRT*,4,17.3109,19.8951,1,0.0753,2
low_crowding,RRT*,5,999.0693,0.0,0,0.7114,2
low_crowding,RRT*,6,999.1167,0.0,0,0.4313,2
low_crowding,RRT*,7,999.0667,0.0,0,0.34,2
low_crowding,RRT*,8,999.0584,0.0,0,0.6499,2
low_crowding,RRT*,9,999.1076,0.0,0,0.4335,0
low_crowding,RRT*,10,999.1728,0.0,0,0.6335,0
low_crowding,RRT*,11,20.1585,21.3585,1,0.1691,2
low_crowding,RRT*,12,999.088,0.0,0,0.1956,2
low_crowding,RRT*,13,999.054,0.0,0,0.3071,0
low_crowding,RRT*,14,30.8157,33.0798,1,0.5171,2
low_crowding,RRT*,15,999.193,0.0,0,0.3896,0
low_crowding,RRT*,16,999.067,0.0,0,0.2913,0
low_crowding,RRT*,17,999.0683,0.0,0,0.4034,2
low_crowding,RRT*,18,999.0767,0.0,0,0.432,2
low_crowding,RRT*,19,17.5383,18.8372,1,0.3743,2
low_crowding,RRT*,20,999.0732,0.0,0,1.5221,0
low_crowding,RRT*,21,999.1388,0.0,0,0.4039,2
low_crowding,RRT*,22,999.1775,0.0,0,0.2328,2
low_crowding,RRT*,23,999.069,0.0,0,0.2879,0
low_crowding,RRT*,24,999.1889,0.0,0,0.1115,2
low_crowding,RRT*,25,999.1044,0.0,0,0.552,0
low_crowding,RRT*,26,30.5576,29.7727,1,0.9947,2
low_crowding,RRT*,27,25.2197,23.2448,1,0.3707,2
low_crowding,RRT*,28,999.1855,0.0,0,0.1342,2
low_crowding,RRT*,29,25.8026,22.5946,1,0.2052,2
low_crowding,RRT*,30,15.6427,17.8372,1,0.498,2
moderate_crowding,A*,1,23.2502,24.0,1,0.5487,4
moderate_crowding,A*,2,19.7216,21.0,1,0.1169,4
moderate_crowding,A*,3,33.7192,34.0,1,0.225,4
moderate_crowding,A*,4,23.2448,22.0,1,0.3843,4
moderate_crowding,A*,5,15.7399,18.0,1,0.2532,4
moderate_crowding,A*,6,39.9419,33.0,1,0.1968,4
moderate_crowding,A*,7,27.8096,27.0,1,0.168,4
moderate_crowding,A*,8,20.2452,23.0,1,0.7921,4
moderate_crowding,A*,9,20.334,23.0,1,0.5539,4
moderate_crowding,A*,10,19.669,17.0,1,0.1086,4
moderate_crowding,A*,11,34.9866,40.0,1,1.9325,4
moderate_crowding,A*,12,25.3414,27.0,1,0.9099,4
moderate_crowding,A*,13,21.0656,21.0,1,0.1355,4
moderate_crowding,A*,14,19.7826,20.0,1,0.19,4
moderate_crowding,A*,15,28.7737,25.0,1,0.161,4
moderate_crowding,A*,16,26.7461,27.0,1,0.1974,3
moderate_crowding,A*,17,23.5884,24.0,1,0.3007,4
moderate_crowding,A*,18,15.4542,16.0,1,0.1966,4
moderate_crowding,A*,19,27.2753,25.0,1,0.7964,4
moderate_crowding,A*,20,45.6746,47.0,1,2.4929,4
moderate_crowding,A*,21,25.9758,23.0,1,0.6467,4
moderate_crowding,A*,22,22.6779,21.0,1,0.6695,4
moderate_crowding,A*,23,16.3901,19.0,1,0.4113,4
moderate_crowding,A*,24,14.7584,16.0,1,0.371,4
moderate_crowding,A*,25,17.7572,17.0,1,0.121,4
moderate_crowding,A*,26,16.7696,16.0,1,0.1069,4
moderate_crowding,A*,27,32.482,37.0,1,0.7948,4
moderate_crowding,A*,28,30.8915,27.0,1,0.9984,4
moderate_crowding,A*,29,30.5166,29.0,1,0.3239,4
moderate_crowding,A*,30,21.0575,20.0,1,0.4351,4
moderate_crowding,RRT*,1,999.1434,0.0,0,0.2883,4
moderate_crowding,RRT*,2,999.0826,0.0,0,0.3408,0
moderate_crowding,RRT*,3,999.0673,0.0,0,0.0836,4
moderate_crowding,RRT*,4,999.1112,0.0,0,0.1383,0
moderate_crowding,RRT*,5,999.1514,0.0,0,0.7,4
moderate_crowding,RRT*,6,999.1982,0.0,0,0.4958,4
moderate_crowding,RRT*,7,999.1559,0.0,0,0.8999,0
moderate_crowding,RRT*,8,999.0981,0.0,0,0.2185,4
moderate_crowding,RRT*,9,999.1212,0.0,0,0.2119,4
moderate_crowding,RRT*,10,999.0934,0.0,0,0.8722,0
moderate_crowding,RRT*,11,999.1338,0.0,0,0.3613,0
moderate_crowding,RRT*,12,999.1567,0.0,0,0.791,0
moderate_crowding,RRT*,13,999.1715,0.0,0,0.7688,4
moderate_crowding,RRT*,14,999.1391,0.0,0,0.4203,4
moderate_crowding,RRT*,15,999.1545,0.0,0,0.5545,0
moderate_crowding,RRT*,16,999.201,0.0,0,1.2801,0
moderate_crowding,RRT*,17,999.1498,0.0,0,0.4797,4
moderate_crowding,RRT*,18,999.1442,0.0,0,0.4964,4
moderate_crowding,RRT*,19,999.1316,0.0,0,0.318,0
moderate_crowding,RRT*,20,999.1193,0.0,0,0.2204,0
moderate_crowding,RRT*,21,999.1617,0.0,0,1.0988,0
moderate_crowding,RRT*,22,999.1579,0.0,0,1.0019,0
moderate_crowding,RRT*,23,999.0984,0.0,0,0.2358,4
moderate_crowding,RRT*,24,999.0747,0.0,0,9.5085,0
moderate_crowding,RRT*,25,999.0723,0.0,0,0.5089,4
moderate_crowding,RRT*,26,999.1926,0.0,0,0.8126,4
moderate_crowding,RRT*,27,14.7846,17.423,1,0.1216,4
