scenario,planner,run,response_time_s,path_length_m,success,compute_time_ms,replans
low_crowding,A*,1,26.6398,28.0,1,0.1759,2
low_crowding,A*,2,27.5551,24.0,1,0.2621,2
low_crowding,A*,3,23.9979,27.0,1,0.2232,0
low_crowding,A*,4,19.9961,23.0,1,0.172,2
low_crowding,A*,5,24.9054,23.0,1,0.1456,2
low_crowding,A*,6,20.269,20.0,1,0.1873,2
low_crowding,A*,7,29.415,30.0,1,0.3734,2
low_crowding,A*,8,21.5918,25.0,1,0.1625,2
low_crowding,A*,9,48.5646,40.0,1,2.2296,2
low_crowding,A*,10,16.8703,19.0,1,0.4462,2
low_crowding,A*,11,19.8475,19.0,1,0.1217,2
low_crowding,A*,12,19.1101,16.0,1,0.3898,2
low_crowding,A*,13,17.3229,20.0,1,0.548,2
low_crowding,A*,14,22.9865,25.0,1,0.4911,2
low_crowding,A*,15,21.005,23.0,1,0.4405,2
low_crowding,A*,16,43.6996,45.0,1,2.6115,0
low_crowding,A*,17,27.8442,28.0,1,0.9137,2
low_crowding,A*,18,22.5215,25.0,1,0.1812,2
low_crowding,A*,19,18.3631,19.0,1,0.1124,0
low_crowding,A*,20,28.7177,34.0,1,1.6351,2
low_crowding,A*,21,15.9917,18.0,1,0.1598,2
low_crowding,A*,22,27.7008,32.0,1,1.0398,2
low_crowding,A*,23,18.2076,21.0,1,0.4102,2
low_crowding,A*,24,15.3189,16.0,1,0.0821,0
low_crowding,A*,25,23.9877,25.0,1,0.1685,2
low_crowding,A*,26,21.2341,18.0,1,0.2681,2
low_crowding,A*,27,31.032,26.0,1,0.8828,2
low_crowding,A*,28,20.4081,19.0,1,0.4089,2
low_crowding,A*,29,20.6456,22.0,1,0.1433,2
low_crowding,A*,30,42.6398,39.0,1,2.132,2
low_crowding,RRT*,1,999.0817,0.0,0,14.9488,0
low_crowding,RRT*,2,999.1894,0.0,0,0.308,2
low_crowding,RRT*,3,19.8165,20.7727,1,0.5211,2
low_crowding,RRT*,4,21.2197,18.5946,1,0.1631,2
low_crowding,RRT*,5,999.1976,0.0,0,0.3744,2
low_crowding,RRT*,6,999.1247,0.0,0,0.7359,2
low_crowding,RRT*,7,999.129,0.0,0,2.1057,0
low_crowding,RRT*,8,999.187,0.0,0,0.4414,2
low_crowding,RRT*,9,16.0245,15.2361,1,0.4464,2
low_crowding,RRT*,10,999.1646,0.0,0,0.9442,2
low_crowding,RRT*,11,24.6653,22.3093,1,0.393,2
low_crowding,RRT*,12,999.1251,0.0,0,0.2492,2
low_crowding,RRT*,13,999.0559,0.0,0,0.3958,0
low_crowding,RRT*,14,999.0983,0.0,0,0.4976,0
low_crowding,RRT*,15,999.1964,0.0,0,1.8538,0
