scenario,planner,run,response_time_s,path_length_m,success,compute_time_ms,replans
low_crowding,A*,1,23.9675,23.0,1,0.1511,2
low_crowding,A*,2,14.242,16.0,1,0.0978,0
low_crowding,A*,3,30.1568,27.0,1,0.9307,2
low_crowding,A*,4,15.3793,16.0,1,0.3337,2
low_crowding,A*,5,18.5502,18.0,1,0.3731,2
low_crowding,A*,6,42.0001,39.0,1,1.9987,2
low_crowding,A*,7,32.5021,35.0,1,0.2154,0
low_crowding,A*,8,16.0632,16.0,1,0.2478,2
low_crowding,A*,9,24.8114,21.0,1,0.5925,2
low_crowding,A*,10,15.2765,18.0,1,0.4592,2
low_crowding,A*,11,28.5165,24.0,1,0.1407,0
low_crowding,A*,12,29.0431,29.0,1,0.1873,2
low_crowding,A*,13,23.5757,21.0,1,0.1659,2
low_crowding,A*,14,26.0493,29.0,1,1.1602,2
low_crowding,A*,15,20.805,24.0,1,0.152,2
low_crowding,A*,16,15.7375,17.0,1,0.3977,2
low_crowding,A*,17,20.3074,18.0,1,0.1726,2
low_crowding,A*,18,25.2335,25.0,1,0.8851,2
low_crowding,A*,19,14.9138,16.0,1,0.3705,2
low_crowding,A*,20,17.4942,18.0,1,0.1227,2
low_crowding,A*,21,28.3048,27.0,1,0.1892,2
low_crowding,A*,22,39.5773,40.0,1,0.3492,2
low_crowding,A*,23,18.7255,21.0,1,0.4576,2
low_crowding,A*,24,41.8584,34.0,1,1.562,1
low_crowding,A*,25,23.38,23.0,1,0.3595,2
low_crowding,A*,26,31.1033,34.0,1,0.2004,1
low_crowding,A*,27,37.8532,32.0,1,1.419,2
low_crowding,A*,28,24.9094,28.0,1,0.6438,2
low_crowding,A*,29,27.4248,29.0,1,1.1325,2
low_crowding,A*,30,26.8826,25.0,1,0.1482,2
low_crowding,RRT*,1,15.4417,17.3071,1,0.1083,2
low_crowding,RRT*,2,999.155,0.0,0,0.3469,0
low_crowding,RRT*,3,999.1964,0.0,0,0.6119,2
low_crowding,RRT*,4,12.4978,14.1803,1,0.2773,2
low_crowding,RRT*,5,16.8709,16.8306,1,0.1107,2
low_crowding,RRT*,6,22.2981,25.2448,1,0.3165,2
low_crowding,RRT*,7,999.1278,0.0,0,0.3205,2
low_crowding,RRT*,8,999.1936,0.0,0,0.2975,0
low_crowding,RRT*,9,999.1058,0.0,0,0.2346,0
low_crowding,RRT*,10,999.092,0.0,0,2.8069,0
low_crowding,RRT*,11,999.127,0.0,0,0.9127,0
low_crowding,RRT*,12,999.0629,0.0,0,0.8284,0
low_crowding,RRT*,13,999.1729,0.0,0,0.8928,0
low_crowding,RRT*,14,999.1518,0.0,0,0.3404,2
low_crowding,RRT*,15,24.7455,25.0667,1,1.1771,2
low_crowding,RRT*,16,999.0812,0.0,0,0.7996,0
low_crowding,RRT*,17,999.1484,0.0,0,0.4948,2
low_crowding,RRT*,18,999.0642,0.0,0,0.1847,2
low_crowding,RRT*,19,30.0379,26.717,1,0.3294,2
low_crowding,RRT*,20,25.061,28.3028,1,0.6619,2
low_crowding,RRT*,21,999.1932,0.0,0,0.2165,2
low_crowding,RRT*,22,15.158,16.7727,1,0.2317,2
low_crowding,RRT*,23,999.161,0.0,0,0.1816,2
low_crowding,RRT*,24,36.9868,30.247,1,0.2093,2
low_crowding,RRT*,25,999.0587,0.0,0,1.0924,0
low_crowding,RRT*,26,16.6338,17.9443,1,0.27,2
low_crowding,RRT*,27,999.1238,0.0,0,0.2086,0
low_crowding,RRT*,28,22.4421,23.4296,1,0.167,2
low_crowding,RRT*,29,999.0619,0.0,0,0.4491,2
low_crowding,RRT*,30,999.1283,0.0,0,0.6653,0
moderate_crowding,A*,1,25.5648,27.0,1,0.1682,4
moderate_crowding,A*,2,33.2288,31.0,1,1.1401,4
moderate_crowding,A*,3,28.8093,28.0,1,0.2616,4
moderate_crowding,A*,4,17.5772,17.0,1,0.3459,4
moderate_crowding,A*,5,22.6492,23.0,1,0.1443,4
moderate_crowding,A*,6,20.1074,19.0,1,0.3752,4
moderate_crowding,A*,7,17.6708,16.0,1,0.2625,4
moderate_crowding,A*,8,31.3632,37.0,1,1.1874,4
moderate_crowding,A*,9,16.3904,18.0,1,0.4299,4
moderate_crowding,A*,10,23.2395,21.0,1,0.5902,4
moderate_crowding,A*,11,37.2109,34.0,1,1.4091,4
moderate_crowding,A*,12,49.8916,41.0,1,2.2564,4
moderate_crowding,A*,13,23.9604,21.0,1,0.5028,4
moderate_crowding,A*,14,29.21,32.0,1,1.1354,2
moderate_crowding,A*,15,36.6957,38.0,1,1.7135,4
moderate_crowding,A*,16,18.8718,22.0,1,0.3148,4
moderate_crowding,A*,17,29.9255,30.0,1,0.1906,4
moderate_crowding,A*,18,17.879,20.0,1,0.1153,4
moderate_crowding,A*,19,14.2119,15.0,1,0.2093,4
moderate_crowding,A*,20,27.8223,24.0,1,0.5645,4
moderate_crowding,A*,21,34.9928,37.0,1,0.2341,4
moderate_crowding,A*,22,37.1577,36.0,1,1.744,4
moderate_crowding,A*,23,33.6037,32.0,1,1.349,3
moderate_crowding,A*,24,40.4656,35.0,1,1.2549,4
moderate_crowding,A*,25,42.6539,43.0,1,2.0242,4
moderate_crowding,A*,26,16.4091,18.0,1,0.2141,4
moderate_crowding,A*,27,25.9305,29.0,1,0.9237,4
moderate_crowding,A*,28,29.4734,25.0,1,0.1665,4
moderate_crowding,A*,29,999.1868,0.0,0,0.1079,4
moderate_crowding,A*,30,17.0577,19.0,1,0.2208,4
moderate_crowding,RRT*,1,999.1926,0.0,0,8.079,0
moderate_crowding,RRT*,2,999.1129,0.0,0,1.2072,0
moderate_crowding,RRT*,3,999.1743,0.0,0,0.4158,4
moderate_crowding,RRT*,4,23.5052,20.5946,1,0.1608,4
moderate_crowding,RRT*,5,999.1384,0.0,0,0.7194,4
moderate_crowding,RRT*,6,999.0547,0.0,0,0.795,4
moderate_crowding,RRT*,7,999.1097,0.0,0,0.8128,0
moderate_crowding,RRT*,8,999.1941,0.0,0,0.3507,0
moderate_crowding,RRT*,9,999.089,0.0,0,0.6496,4
moderate_crowding,RRT*,10,999.1604,0.0,0,6.5708,0
