scenario,planner,run,response_time_s,path_length_m,success,compute_time_ms,replans
low_crowding,A*,1,29.8458,29.0,1,0.1834,2
low_crowding,A*,2,13.789,16.0,1,0.375,1
low_crowding,A*,3,24.815,25.0,1,0.1616,2
low_crowding,A*,4,21.3604,25.0,1,0.8925,2
low_crowding,A*,5,23.744,28.0,1,0.901,2
low_crowding,A*,6,45.1216,37.0,1,1.7723,2
low_crowding,A*,7,20.8833,24.0,1,0.146,2
low_crowding,A*,8,41.0905,37.0,1,1.7405,0
low_crowding,A*,9,17.1114,17.0,1,0.328,2
low_crowding,A*,10,30.9072,35.0,1,1.4796,2
low_crowding,A*,11,30.1055,34.0,1,1.7092,2
low_crowding,A*,12,31.1924,34.0,1,0.1953,0
low_crowding,A*,13,20.1825,21.0,1,0.1364,2
low_crowding,A*,14,19.6306,22.0,1,0.7694,2
low_crowding,A*,15,26.398,27.0,1,0.3082,2
low_crowding,A*,16,18.6573,21.0,1,0.6203,2
low_crowding,A*,17,18.7841,17.0,1,0.1175,2
low_crowding,A*,18,17.5929,15.0,1,0.1655,2
low_crowding,A*,19,28.1322,25.0,1,0.1621,2
low_crowding,A*,20,22.5191,19.0,1,0.1225,2
low_crowding,A*,21,18.0166,21.0,1,0.1347,2
low_crowding,A*,22,31.7345,28.0,1,1.3835,2
low_crowding,A*,23,30.7653,31.0,1,0.2359,2
low_crowding,A*,24,28.9162,31.0,1,1.2285,2
low_crowding,A*,25,15.9993,18.0,1,0.1165,2
low_crowding,A*,26,16.2396,15.0,1,0.2906,2
low_crowding,A*,27,24.6882,24.0,1,0.7803,2
low_crowding,A*,28,31.0214,29.0,1,0.4535,2
low_crowding,A*,29,28.2681,29.0,1,0.3144,2
low_crowding,A*,30,20.6086,21.0,1,0.1533,2
low_crowding,RRT*,1,999.1968,0.0,0,0.5195,0
low_crowding,RRT*,2,999.1966,0.0,0,0.5243,0
low_crowding,RRT*,3,16.6622,16.0088,1,0.3534,2
low_crowding,RRT*,4,999.1134,0.0,0,0.3067,2
low_crowding,RRT*,5,999.179,0.0,0,0.124,2
low_crowding,RRT*,6,30.3193,33.5388,1,0.764,2
low_crowding,RRT*,7,22.0459,23.659,1,0.2115,2
low_crowding,RRT*,8,999.1256,0.0,0,0.584,2
low_crowding,RRT*,9,29.4107,34.011,1,0.3485,2
low_crowding,RRT*,10,999.1881,0.0,0,0.2883,2
low_crowding,RRT*,11,999.0943,0.0,0,0.1401,0
low_crowding,RRT*,12,999.0737,0.0,0,0.5377,0
