scenario,planner,run,response_time_s,path_length_m,success,compute_time_ms,replans
low_crowding,A*,1,20.5781,20.0,1,0.5022,2
low_crowding,A*,2,16.2835,17.0,1,0.3251,2
low_crowding,A*,3,25.4411,24.0,1,0.63,2
low_crowding,A*,4,27.5573,26.0,1,0.5404,2
low_crowding,A*,5,17.8456,18.0,1,0.2136,2
low_crowding,A*,6,24.2794,27.0,1,0.1767,2
low_crowding,A*,7,28.6839,23.0,1,0.7106,2
low_crowding,A*,8,22.4864,23.0,1,0.3857,2
low_crowding,A*,9,39.8445,32.0,1,1.1837,0
low_crowding,A*,10,27.6651,23.0,1,0.4904,2
low_crowding,A*,11,21.0853,21.0,1,0.1253,2
low_crowding,A*,12,24.0872,22.0,1,0.1408,2
low_crowding,A*,13,21.9909,24.0,1,1.0234,2
low_crowding,A*,14,21.7366,20.0,1,0.1282,2
low_crowding,A*,15,29.7059,27.0,1,1.0922,0
low_crowding,A*,16,17.7997,18.0,1,0.1147,2
low_crowding,A*,17,22.7246,22.0,1,0.3331,2
low_crowding,A*,18,24.3284,27.0,1,0.2295,2
low_crowding,A*,19,42.9078,37.0,1,1.6685,2
low_crowding,A*,20,30.2978,31.0,1,0.2069,2
low_crowding,A*,21,17.9727,19.0,1,0.1128,1
low_crowding,A*,22,19.4939,16.0,1,0.1032,2
low_crowding,A*,23,16.9492,16.0,1,0.111,2
low_crowding,A*,24,23.3386,21.0,1,0.2353,2
low_crowding,A*,25,13.9641,16.0,1,0.1045,2
low_crowding,A*,26,23.2351,21.0,1,0.1341,2
low_crowding,A*,27,27.5997,26.0,1,0.1737,2
low_crowding,A*,28,17.5715,16.0,1,0.2451,2
low_crowding,A*,29,20.8306,24.0,1,0.157,2
low_crowding,A*,30,13.9001,15.0,1,0.1629,2
low_crowding,RRT*,1,26.8225,21.4164,1,0.4077,2
low_crowding,RRT*,2,999.1855,0.0,0,0.3847,0
low_crowding,RRT*,3,999.1683,0.0,0,0.8206,0
low_crowding,RRT*,4,999.0773,0.0,0,0.4062,2
low_crowding,RRT*,5,999.0638,0.0,0,0.5285,2
low_crowding,RRT*,6,999.1588,0.0,0,0.762,0
low_crowding,RRT*,7,999.174,0.0,0,0.3826,2
low_crowding,RRT*,8,999.1153,0.0,0,0.2947,2
low_crowding,RRT*,9,999.0979,0.0,0,0.194,0
low_crowding,RRT*,10,999.151,0.0,0,0.2946,0
low_crowding,RRT*,11,999.1476,0.0,0,0.4602,2
low_crowding,RRT*,12,999.0686,0.0,0,0.2971,2
low_crowding,RRT*,13,16.7641,15.2361,1,0.2406,2
low_crowding,RRT*,14,999.1899,0.0,0,0.3313,2
low_crowding,RRT*,15,999.1041,0.0,0,0.2055,2
low_crowding,RRT*,16,999.1388,0.0,0,0.6423,0
low_crowding,RRT*,17,999.0731,0.0,0,0.5698,2
low_crowding,RRT*,18,29.728,28.8951,1,0.4377,2
low_crowding,RRT*,19,999.0567,0.0,0,0.4036,2
low_crowding,RRT*,20,999.1725,0.0,0,0.2718,0
low_crowding,RRT*,21,999.0961,0.0,0,1.1768,0
low_crowding,RRT*,22,999.1943,0.0,0,1.7557,2
low_crowding,RRT*,23,999.0632,0.0,0,0.3334,2
low_crowding,RRT*,24,999.1296,0.0,0,0.6275,0
low_crowding,RRT*,25,999.0546,0.0,0,0.506,2
low_crowding,RRT*,26,999.1469,0.0,0,0.5531,0
low_crowding,RRT*,27,19.1446,20.3585,1,0.6893,2
low_crowding,RRT*,28,999.1252,0.0,0,0.5063,0
low_crowding,RRT*,29,999.1775,0.0,0,0.3973,0
low_crowding,RRT*,30,999.1647,0.0,0,2.302,0
moderate_crowding,A*,1,21.0298,18.0,1,0.1293,4
moderate_crowding,A*,2,29.5671,35.0,1,1.347,4
moderate_crowding,A*,3,21.5319,21.0,1,0.4843,4
moderate_crowding,A*,4,40.3926,37.0,1,1.2343,4
moderate_crowding,A*,5,21.2484,23.0,1,0.1468,4
moderate_crowding,A*,6,18.9083,18.0,1,0.2117,4
moderate_crowding,A*,7,20.1726,20.0,1,0.3799,4
moderate_crowding,A*,8,23.3115,21.0,1,0.195,4
moderate_crowding,A*,9,44.4443,43.0,1,2.2507,4
moderate_crowding,A*,10,47.0462,38.0,1,0.3529,4
moderate_crowding,A*,11,17.4368,15.0,1,0.2381,4
moderate_crowding,A*,12,20.5352,17.0,1,0.1255,4
moderate_crowding,A*,13,36.5639,31.0,1,1.0255,4
moderate_crowding,A*,14,26.3269,22.0,1,0.3402,4
moderate_crowding,A*,15,16.7127,17.0,1,0.0962,4
moderate_crowding,A*,16,35.5797,30.0,1,0.9431,4
moderate_crowding,A*,17,22.5257,20.0,1,0.2375,4
moderate_crowding,A*,18,22.2423,19.0,1,0.5363,4
moderate_crowding,A*,19,25.2421,21.0,1,0.1705,4
moderate_crowding,A*,20,16.3802,18.0,1,0.1041,4
moderate_crowding,A*,21,28.0669,27.0,1,0.3505,4
moderate_crowding,A*,22,18.5456,17.0,1,0.3778,4
moderate_crowding,A*,23,25.1572,23.0,1,0.2007,4
moderate_crowding,A*,24,37.7965,35.0,1,1.1547,4
moderate_crowding,A*,25,22.4754,24.0,1,0.1844,4
moderate_crowding,A*,26,22.7384,25.0,1,0.1915,4
moderate_crowding,A*,27,15.9499,17.0,1,0.154,4
moderate_crowding,A*,28,24.1285,26.0,1,0.2364,4
moderate_crowding,A*,29,32.2037,26.0,1,0.9169,4
moderate_crowding,A*,30,25.2459,29.0,1,1.0013,4
moderate_crowding,RRT*,1,999.0938,0.0,0,0.3079,4
